Name,Grade Level,PhysicsScore,BiologyScore,MathematicsScore,EnglishScore,SportsParticipation,SportsAchievements,ExtracurricularActivities,LeadershipRole,CareerAspiration,STEMPathway
Henry Njoroge, 8,76,75,55,86,0,County Level,Music Club,Class Representative,Lawyer,0
Agnes Otieno, 7,93,71,97,,1,School Level,Music Club,,Pilot,1
Lucy Akinyi, 12,81,86,90,88,0,County Level,Drama Club,Club Leader,Artist,0
Samuel Njoroge, 9,80,52,76,71,1,School Level,Debate Club,Class Representative,Musician,0
Jacinta Nyakundi, 8,92,63,,98,0,National Level,Art Club,Class Representative,Pharmacist,1
James Atieno, 11,90,85,77,53,0,County Level,Science Club,Class Representative,Athlete,0
Eliud Wanjiku, 8,100,,57,70,1,School Level,Drama Club,Class Representative,Data Scientist,0
Grace Achieng, 7,59,98,78,65,0,National Level,Art Club,Class Representative,Musician,1
Charles Chebet, 6,77,82,74,97,1,0ne,0ne,,Pharmacist,0
Agnes Kariuki, 9,55,,73,66,1,School Level,Drama Club,,Musician,1
Faith Rono, 9,,65,62,97,1,0ne,Debate Club,Class Representative,Pilot,1
John Mutiso, 12,97,,,87,0,National Level,Music Club,Class Representative,Artist,1
John Oduor, 6,,82,61,61,0,School Level,Debate Club,Class Representative,Doctor,0
Francis Nyakundi, 10,64,58,82,75,0,County Level,Science Club,,Engineer,1
Lucy Davis, 11,69,66,,59,0,School Level,0ne,,Doctor,0
Paul Chirchir, 7,89,80,59,,0,County Level,Music Club,,Accountant,0
Faith Chebet, 9,72,50,,78,0,County Level,Art Club,,Accountant,0
Ian Muthama, 7,70,65,62,88,1,National Level,0ne,Class Representative,Engineer,1
Lucy Wanjiru, 7,57,88,52,91,0,School Level,0ne,Class Representative,Artist,0
Peter Wanjiru, 10,65,91,99,74,0,National Level,Science Club,Class Representative,Pilot,0
Kennedy Wamuyu, 6,,65,69,,0,County Level,Science Club,Class Representative,Teacher,0
Jacinta Koome, 6,89,70,98,98,1,County Level,Science Club,,Accountant,0
Charles Ngoya, 11,99,78,86,98,1,National Level,0ne,Class Representative,Accountant,1
Ann Mwikali, 6,90,76,84,100,1,0ne,0ne,,Doctor,1
Nelson Kiprop, 12,65,69,68,87,1,School Level,0ne,Class Representative,Accountant,0
Mercy Atieno, 11,74,70,62,100,1,County Level,Science Club,Class Representative,Teacher,0
Hannah Kibet, 9,62,79,73,68,0,School Level,Science Club,Club Leader,Athlete,0
Linet Wanjiku, 11,85,82,,79,1,0ne,Drama Club,Class Representative,Doctor,0
Alex Otieno, 9,100,73,91,66,0,0ne,Drama Club,Class Representative,Artist,0
